time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-08T17:01:19.350Z,19.33,-155.1206667,6.47,5.28,ml,66,135,,0.09,hv,hv61792931,2020-07-06T20:17:07.550Z,"15 km S of Fern Forest, Hawaii",earthquake,0.25,0.23,0.204,32,reviewed,hv,hv
2015-06-28T08:10:10.480Z,19.335,-155.2093333,7.714,5.2,ml,63,74,,0.09,hv,hv60968241,2022-08-07T08:05:48.865Z,"12 km SSE of Volcano, Hawaii",earthquake,0.27,0.23,0.178,21,reviewed,hv,hv
2016-04-01T09:16:10.640Z,20.769,-155.0838333,33.06,4.72,ml,13,247,,0.08,hv,hv61218726,2020-07-06T20:57:02.400Z,"85 km NNE of Pa‘auilo, Hawaii",earthquake,1.67,4.65,0.193,34,reviewed,hv,hv
2017-03-09T13:03:38.930Z,21.7665,-156.8655,31.88,4.7,ml,37,233,,0.18,hv,hv61636051,2020-07-06T21:03:06.380Z,"70 km NNE of Kualapu‘u, Hawaii",earthquake,0.37,0.84,0.17,52,reviewed,hv,hv
2017-02-17T15:33:30.660Z,20.0665,-156.0566667,40.05,4.66,ml,25,133,,0.13,hv,hv61610021,2020-07-06T21:01:42.340Z,"25 km WNW of Puako, Hawaii",earthquake,0.55,0.99,0.189,44,reviewed,hv,hv
2016-03-20T16:43:59.650Z,19.8465,-155.6991667,30.413,4.59,ml,27,112,,0.1,hv,hv61207881,2022-03-20T18:22:46.576Z,"13 km SE of Waikoloa, Hawaii",earthquake,0.55,0.79,0.182,17,reviewed,hv,hv
2017-06-21T20:09:06.470Z,18.9255,-155.538,37.56,4.51,ml,54,247,,0.11,hv,hv61807446,2020-07-06T20:12:19.910Z,"16 km SSE of Naalehu, Hawaii",earthquake,0.59,0.72,0.197,49,reviewed,hv,hv
2017-03-23T20:27:29.120Z,19.2835,-155.1768333,7.71,4.49,ml,64,150,,0.12,hv,hv61658206,2020-07-06T21:02:40.390Z,"18 km SSE of Volcano, Hawaii",earthquake,0.3,0.22,0.181,39,reviewed,hv,hv
2015-04-05T13:23:52.110Z,19.7483333,-156.1013333,8.466,4.48,ml,32,244,,0.17,hv,hv60887176,2022-07-28T06:27:25.133Z,"12 km W of Kalaoa, Hawaii",earthquake,1.31,0.94,0.24,38,reviewed,hv,hv
2015-05-09T12:18:48.280Z,19.1426667,-155.5933333,7.888,4.46,ml,63,120,,0.23,hv,hv60922676,2022-07-31T05:25:23.365Z,"Island of Hawaii, Hawaii",earthquake,0.47,0.57,0.153,40,reviewed,hv,hv
2016-07-23T07:16:05.250Z,19.5295,-155.96,10.17,4.32,ml,22,235,,0.24,hv,hv61350131,2023-12-09T07:37:50.870Z,"3 km WSW of Honalo, Hawaii",earthquake,0.98,0.49,0.106,10,reviewed,hv,hv
2015-02-09T18:16:15.590Z,19.3716667,-155.3418333,12.419,4.25,ml,58,46,,0.1,hv,hv60848586,2022-07-27T20:04:59.502Z,"13 km SW of Volcano, Hawaii",earthquake,0.24,0.17,0.17,36,reviewed,hv,hv
2017-07-30T12:01:06.460Z,20.4045,-156.102,16.44,4.21,ml,72,137,,0.14,hv,hv61568507,2020-07-06T20:15:27.020Z,"33 km WNW of H?w?, Hawaii",earthquake,0.65,31.61,0.142,49,reviewed,hv,hv
2016-02-12T19:23:05.800Z,19.3513333,-155.0523333,7.55,4.1,ml,44,179,,0.09,hv,hv61176206,2020-07-06T20:55:27.970Z,"15 km SE of Fern Forest, Hawaii",earthquake,0.42,0.43,0.115,27,reviewed,hv,hv
2015-12-16T22:23:28.360Z,19.3263333,-155.1206667,6.67,3.94,ml,44,137,,0.09,hv,hv61128051,2022-08-01T23:43:26.861Z,"15 km S of Fern Forest, Hawaii",earthquake,0.42,0.68,0.14,38,reviewed,hv,hv
2015-10-16T06:41:50.450Z,19.342,-155.0771667,6.6,3.93,ml,62,170,,0.09,hv,hv61064286,2024-01-17T21:09:27.044Z,"14 km SSE of Fern Forest, Hawaii",earthquake,0.59,0.37,0.129,34,reviewed,hv,hv
2015-02-17T13:17:42.730Z,19.686,-156.4811667,11.258,3.92,ml,22,284,,0.15,hv,hv60853801,2020-07-06T20:46:37.740Z,"50 km W of Kailua-Kona, Hawaii",earthquake,3.35,4.99,0.202,41,reviewed,hv,hv
2016-01-18T11:52:10.980Z,19.5381667,-155.6016667,8.33,3.9,ml,60,41,,0.15,hv,hv61154946,2022-08-02T05:49:04.811Z,"29 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.3,0.203,34,reviewed,hv,hv
2015-01-24T08:30:22.040Z,19.3331667,-155.1201667,6.838,3.88,ml,47,134,,0.09,hv,hv60839711,2022-07-27T16:19:26.622Z,"14 km S of Fern Forest, Hawaii",earthquake,0.34,0.58,0.141,35,reviewed,hv,hv
2017-03-05T16:13:18.870Z,19.3786667,-155.2373333,1.28,3.88,ml,54,43,,0.11,hv,hv61629871,2020-07-06T21:01:32.150Z,"7 km S of Volcano, Hawaii",earthquake,0.16,0.14,0.231,19,reviewed,hv,hv
2015-08-27T14:39:19.050Z,19.3038333,-155.214,8.73,3.87,ml,52,103,,0.08,hv,hv61021481,2022-08-01T02:07:13.286Z,"15 km S of Volcano, Hawaii",earthquake,0.3,0.39,0.231,30,reviewed,hv,hv
2016-10-09T13:44:28.630Z,19.4575,-154.766,12.57,3.86,ml,23,289,,0.1,hv,hv61438216,2020-07-06T20:57:50.680Z,"15 km E of Leilani Estates, Hawaii",earthquake,1.06,0.44,0.137,48,reviewed,hv,hv
2016-03-30T13:10:17.160Z,18.9351667,-155.2765,43.03,3.84,ml,65,244,,0.11,hv,hv61217246,2022-08-07T10:36:07.600Z,"35 km ESE of Naalehu, Hawaii",earthquake,0.59,0.82,0.213,17,reviewed,hv,hv
2017-08-30T01:52:37.100Z,19.1803333,-155.709,7.28,3.81,ml,41,80,,0.22,hv,hv61888631,2022-08-07T16:01:45.498Z,"13 km NNE of Hawaiian Ocean View, Hawaii",earthquake,0.42,0.76,0.175,41,reviewed,hv,hv
2017-02-01T03:02:03.200Z,20.0138,-157.8422,32.076,3.8,ml,,279,1.335,0.72,us,us10007wkd,2020-07-06T21:01:56.200Z,"131 km SW of Lanai City, Hawaii",earthquake,8.9,10.1,0.047,7,reviewed,hv,hv
2017-10-16T17:51:09.160Z,19.7423,-157.3829,10,3.8,ml,,201,1.29,1.02,us,us1000aszk,2020-07-06T20:14:06.970Z,"129 km SSW of Lanai City, Hawaii",earthquake,4.2,2,0.048,56,reviewed,us,us
2016-09-06T14:25:57.620Z,19.461,-155.5926667,-1.83,3.79,ml,55,42,,0.16,hv,hv61400896,2020-08-26T21:12:33.550Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.24,0.23,0.22,39,reviewed,hv,hv
2016-12-17T06:45:56.150Z,19.3111667,-155.2173333,7.14,3.78,ml,63,88,,0.1,hv,hv61522421,2020-07-06T20:59:37.560Z,"14 km S of Volcano, Hawaii",earthquake,0.29,0.29,0.181,50,reviewed,hv,hv
2015-09-17T22:32:49.860Z,19.3458333,-155.0766667,7.58,3.77,ml,50,167,,0.08,hv,hv61040541,2022-08-01T06:01:41.116Z,"14 km SSE of Fern Forest, Hawaii",earthquake,0.51,0.41,0.135,29,reviewed,hv,hv
2015-04-16T10:49:47.240Z,19.3193333,-156.6761667,6.579,3.76,ml,20,266,,0.18,hv,hv60896296,2020-07-06T20:47:53.120Z,"79 km WSW of Kailua-Kona, Hawaii",earthquake,3.51,4.47,0.158,44,reviewed,hv,hv
2016-09-01T10:11:25.080Z,19.8286667,-155.543,22.69,3.74,ml,35,139,,0.1,hv,hv61395796,2020-07-06T20:58:14.510Z,"25 km SSE of Waimea, Hawaii",earthquake,0.55,0.91,0.125,20,reviewed,hv,hv
2015-12-19T11:59:07.540Z,19.3873333,-155.2413333,1.862,3.74,ml,53,44,,0.07,hv,hv61130321,2022-08-02T00:06:05.169Z,"6 km S of Volcano, Hawaii",earthquake,0.13,0.12,0.123,20,reviewed,hv,hv
2015-03-06T10:22:32.980Z,19.6786667,-155.98,12.33,3.72,ml,20,148,,0.15,hv,hv60866736,2020-07-06T20:47:12.660Z,"4 km NNE of Kailua-Kona, Hawaii",earthquake,0.77,0.36,0.204,34,reviewed,hv,hv
2016-02-25T04:00:36.460Z,19.4125,-155.3123333,5.481,3.69,ml,56,39,,0.08,hv,hv61186446,2020-07-06T20:53:17.370Z,"8 km WSW of Volcano, Hawaii",earthquake,0.23,0.3,0.2,29,reviewed,hv,hv
2017-02-01T08:45:52.090Z,20.0973333,-156.4641667,34.94,3.68,ml,21,166,,0.19,hv,hv61587926,2020-07-06T21:02:10.190Z,"61 km S of M?kena, Hawaii",earthquake,1.5,2.81,0.149,38,reviewed,hv,hv
2017-04-27T04:37:23.930Z,19.421,-155.6141667,-0.474,3.68,ml,39,78,,0.15,hv,hv61716471,2020-07-06T20:12:40.340Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.55,0.223,21,reviewed,hv,hv
2016-10-27T22:08:34.700Z,19.4228333,-155.3276667,6.61,3.66,ml,51,64,,0.09,hv,hv61459911,2020-07-06T21:00:57.190Z,"10 km WSW of Volcano, Hawaii",earthquake,0.25,0.38,0.245,28,reviewed,hv,hv
2017-09-16T06:40:37.320Z,21.6421667,-157.4876667,9.894,3.66,ml,10,204,,0.14,hv,hv61909871,2021-10-11T02:26:05.583Z,"34 km NE of Marine Corps Base Hawaii - MCBH, Hawaii",earthquake,0.66,0.79,0.234,9,reviewed,hv,hv
2016-03-28T14:03:43.750Z,20.8986667,-156.472,25.34,3.65,ml,17,158,,0.1,hv,hv61215256,2020-07-06T20:56:41.310Z,"1 km NNE of Kahului, Hawaii",earthquake,2.68,1.34,0.074,8,reviewed,hv,hv
